value,timestamp,anomaly
-0.9109023553167418,2021-07-01 00:00:00,False
0.7562613815945498,2021-07-01 01:00:00,True
-0.7071794299694792,2021-07-01 02:00:00,False
-0.7339950061286573,2021-07-01 03:00:00,False
-0.7302739807179108,2021-07-01 04:00:00,False
-0.7170848734949983,2021-07-01 05:00:00,False
-0.8699719197918052,2021-07-01 06:00:00,False
-0.7832922986179068,2021-07-01 07:00:00,False
-0.8030861259448433,2021-07-01 08:00:00,False
-0.8005223493618541,2021-07-01 09:00:00,False
-0.8933058561573212,2021-07-01 10:00:00,False
-0.9284355146440174,2021-07-01 11:00:00,False
-0.832010611478048,2021-07-01 12:00:00,False
-0.7504192719755001,2021-07-01 13:00:00,False
-0.6597362759084319,2021-07-01 14:00:00,False
-0.66775083204023,2021-07-01 15:00:00,False
-0.7907353958049688,2021-07-01 16:00:00,False
-0.6686812070598125,2021-07-01 17:00:00,False
-0.7915275188762448,2021-07-01 18:00:00,False
-0.7679178613609102,2021-07-01 19:00:00,False
-0.9186700476676264,2021-07-01 20:00:00,False
-0.6990047869041671,2021-07-01 21:00:00,False
-0.7133617915900492,2021-07-01 22:00:00,False
-0.9161226237168698,2021-07-01 23:00:00,True
-0.8390979585643378,2021-07-02 00:00:00,False
-0.8527499315531428,2021-07-02 01:00:00,False
-0.7769772956795975,2021-07-02 02:00:00,False
-0.9444219497200066,2021-07-02 03:00:00,False
-0.8659679126506563,2021-07-02 04:00:00,False
-0.9704005064542415,2021-07-02 05:00:00,False
-0.8507389305590701,2021-07-02 06:00:00,False
-0.8941167280630278,2021-07-02 07:00:00,False
-1.0660338630677155,2021-07-02 08:00:00,False
,2021-07-02 09:00:00,False
-0.8411598963841906,2021-07-02 10:00:00,False
-0.784598873690205,2021-07-02 11:00:00,False
-0.9862464518629988,2021-07-02 12:00:00,False
-0.7671222863385125,2021-07-02 13:00:00,False
-0.920786722670781,2021-07-02 14:00:00,False
,2021-07-02 15:00:00,False
-0.9567919036452938,2021-07-02 16:00:00,False
-0.9311595652540079,2021-07-02 17:00:00,False
-1.1292436546130091,2021-07-02 18:00:00,False
-0.7479343744468541,2021-07-02 19:00:00,False
-0.9420312752153326,2021-07-02 20:00:00,False
-0.8771188024070066,2021-07-02 21:00:00,False
-0.9228290013841804,2021-07-02 22:00:00,False
-1.010850753280532,2021-07-02 23:00:00,False
-0.9604559776987855,2021-07-03 00:00:00,False
-0.9722429050826271,2021-07-03 01:00:00,False
-0.8254366839760998,2021-07-03 02:00:00,False
-0.9124923268760903,2021-07-03 03:00:00,False
-0.9659940674301952,2021-07-03 04:00:00,False
-1.0798406002863952,2021-07-03 05:00:00,False
-0.8703627118336639,2021-07-03 06:00:00,False
-0.9836477742752551,2021-07-03 07:00:00,False
-1.061132847981052,2021-07-03 08:00:00,False
,2021-07-03 09:00:00,False
-1.0644718801630833,2021-07-03 10:00:00,False
-1.0968051378944532,2021-07-03 11:00:00,False
-1.0356381202365639,2021-07-03 12:00:00,False
-1.2050472797830047,2021-07-03 13:00:00,False
-0.9494875195203567,2021-07-03 14:00:00,False
-0.9659090583339771,2021-07-03 15:00:00,False
-0.9706766807485536,2021-07-03 16:00:00,False
,2021-07-03 17:00:00,False
-1.0347959689915829,2021-07-03 18:00:00,False
-1.190310107580842,2021-07-03 19:00:00,False
-0.8744560720941124,2021-07-03 20:00:00,False
-1.0238778019300943,2021-07-03 21:00:00,False
-1.0060706823898715,2021-07-03 22:00:00,False
,2021-07-03 23:00:00,False
-0.8813409157027173,2021-07-04 00:00:00,False
-1.0305092158686324,2021-07-04 01:00:00,False
-0.8101103944570771,2021-07-04 02:00:00,False
-0.96390603405632,2021-07-04 03:00:00,False
-0.8981678639208919,2021-07-04 04:00:00,False
-1.059176895637679,2021-07-04 05:00:00,False
-1.0141031942341923,2021-07-04 06:00:00,False
-0.7224028745970463,2021-07-04 07:00:00,False
-1.0404825564910545,2021-07-04 08:00:00,False
-0.9925189290823144,2021-07-04 09:00:00,False
-0.9149327586616472,2021-07-04 10:00:00,False
,2021-07-04 11:00:00,False
,2021-07-04 12:00:00,False
-0.8668910674145214,2021-07-04 13:00:00,False
-0.9030063826102067,2021-07-04 14:00:00,False
-0.8876071041798861,2021-07-04 15:00:00,False
-1.040431938846385,2021-07-04 16:00:00,False
-0.7301084318320126,2021-07-04 17:00:00,False
-0.9610430372918891,2021-07-04 18:00:00,False
-0.9189181319058988,2021-07-04 19:00:00,False
-0.9080021833240746,2021-07-04 20:00:00,False
,2021-07-04 21:00:00,False
-0.926917798427461,2021-07-04 22:00:00,False
-1.0240653105908164,2021-07-04 23:00:00,False
-0.9104492437085907,2021-07-05 00:00:00,False
-0.7597005445615208,2021-07-05 01:00:00,False
-0.9261899993031524,2021-07-05 02:00:00,False
-0.8505544498440287,2021-07-05 03:00:00,False
-0.9721699349495374,2021-07-05 04:00:00,False
-0.8794960825395788,2021-07-05 05:00:00,False
0.9705199120368004,2021-07-05 06:00:00,True
-0.09018928224747524,2021-07-05 07:00:00,True
-1.065945688142836,2021-07-05 08:00:00,False
-0.7568881720656021,2021-07-05 09:00:00,False
-0.6697528867484832,2021-07-05 10:00:00,True
-0.9157545413869272,2021-07-05 11:00:00,False
-0.7847567468406688,2021-07-05 12:00:00,False
-0.7634449566808724,2021-07-05 13:00:00,False
-0.8349102386160479,2021-07-05 14:00:00,False
-0.7869207586652983,2021-07-05 15:00:00,False
-0.9315750156056674,2021-07-05 16:00:00,False
-0.7557815292370833,2021-07-05 17:00:00,False
-0.8605147507678934,2021-07-05 18:00:00,False
-0.9816947384921775,2021-07-05 19:00:00,False
-0.9030202495927905,2021-07-05 20:00:00,False
-0.814036024526617,2021-07-05 21:00:00,False
-0.8644043278730771,2021-07-05 22:00:00,False
-0.9613261750476141,2021-07-05 23:00:00,False
-0.7083403883421779,2021-07-06 00:00:00,False
-0.6837396254783019,2021-07-06 01:00:00,False
-0.5724810056476702,2021-07-06 02:00:00,False
,2021-07-06 03:00:00,False
-0.6186957684912974,2021-07-06 04:00:00,False
-0.6057244600190872,2021-07-06 05:00:00,False
-0.7259887488304748,2021-07-06 06:00:00,False
-0.5890882474377266,2021-07-06 07:00:00,False
-0.7934360067051582,2021-07-06 08:00:00,False
-0.6924162704655912,2021-07-06 09:00:00,False
-0.6381788839568611,2021-07-06 10:00:00,False
-0.9269655353055912,2021-07-06 11:00:00,True
-0.09120181460511656,2021-07-06 12:00:00,True
-0.7437525352993389,2021-07-06 13:00:00,False
-0.8492083360333424,2021-07-06 14:00:00,False
-0.5894421043509531,2021-07-06 15:00:00,False
-0.7012048812042785,2021-07-06 16:00:00,False
-0.7840187572586839,2021-07-06 17:00:00,False
-0.7030918891554067,2021-07-06 18:00:00,False
0.5188799933769646,2021-07-06 19:00:00,True
-0.6993726584338641,2021-07-06 20:00:00,False
-0.7586301780409608,2021-07-06 21:00:00,False
-0.7353829633979987,2021-07-06 22:00:00,False
,2021-07-06 23:00:00,False
,2021-07-07 00:00:00,False
-0.7484367834584414,2021-07-07 01:00:00,False
-0.656390772307944,2021-07-07 02:00:00,False
-0.6633205327329216,2021-07-07 03:00:00,False
-0.7389626777100453,2021-07-07 04:00:00,False
-0.6198797214602834,2021-07-07 05:00:00,False
-0.6566123408053668,2021-07-07 06:00:00,False
-0.5174940647836159,2021-07-07 07:00:00,False
-0.602851224896216,2021-07-07 08:00:00,False
-0.6819703259263907,2021-07-07 09:00:00,False
-0.5420364589414011,2021-07-07 10:00:00,False
-0.8212533174591169,2021-07-07 11:00:00,False
-0.622664527701339,2021-07-07 12:00:00,False
-0.6871522078154,2021-07-07 13:00:00,False
-0.6659677991944895,2021-07-07 14:00:00,False
-0.7041929914718973,2021-07-07 15:00:00,False
-0.575907620085342,2021-07-07 16:00:00,False
-0.6956603384202372,2021-07-07 17:00:00,False
-0.2640774037964555,2021-07-07 18:00:00,True
-0.6394697920861759,2021-07-07 19:00:00,False
-0.550779883917243,2021-07-07 20:00:00,False
-0.7172970911634353,2021-07-07 21:00:00,False
0.09827666240016875,2021-07-07 22:00:00,True
-0.6772114435994802,2021-07-07 23:00:00,False
-0.6695791408613647,2021-07-08 00:00:00,False
-0.8341190647781951,2021-07-08 01:00:00,False
-0.6759624809915725,2021-07-08 02:00:00,False
0.47393915442449375,2021-07-08 03:00:00,True
-0.7695373963033301,2021-07-08 04:00:00,False
-0.8200277728185197,2021-07-08 05:00:00,False
-0.7550652604080151,2021-07-08 06:00:00,False
-0.6132246481836838,2021-07-08 07:00:00,False
-0.647150511654481,2021-07-08 08:00:00,False
-0.030335507280324414,2021-07-08 09:00:00,True
-0.7501459012332734,2021-07-08 10:00:00,False
-0.7073758194127856,2021-07-08 11:00:00,False
-0.7335276681091091,2021-07-08 12:00:00,False
-0.6994723732950211,2021-07-08 13:00:00,False
-0.8316878745971601,2021-07-08 14:00:00,False
-0.7494680432215114,2021-07-08 15:00:00,False
-0.904170888281256,2021-07-08 16:00:00,False
-0.7167160434425138,2021-07-08 17:00:00,False
-0.7480616568673122,2021-07-08 18:00:00,False
-0.8439303994324325,2021-07-08 19:00:00,False
-0.6229701620271753,2021-07-08 20:00:00,False
0.17387314949954757,2021-07-08 21:00:00,True
,2021-07-08 22:00:00,False
-0.8452358893815334,2021-07-08 23:00:00,False
-0.950795675701934,2021-07-09 00:00:00,False
-0.9529043714849373,2021-07-09 01:00:00,False
-0.8884623000000097,2021-07-09 02:00:00,False
-0.960768564742696,2021-07-09 03:00:00,False
-0.8230872409480586,2021-07-09 04:00:00,False
-0.8943050125298617,2021-07-09 05:00:00,False
-0.949609015105289,2021-07-09 06:00:00,False
-0.858324407586483,2021-07-09 07:00:00,False
,2021-07-09 08:00:00,False
-0.9237550111270031,2021-07-09 09:00:00,False
-0.9691060902460902,2021-07-09 10:00:00,False
-0.8466497847481329,2021-07-09 11:00:00,False
-0.7860226633326975,2021-07-09 12:00:00,False
-0.7786287326360954,2021-07-09 13:00:00,False
-0.7652467270217997,2021-07-09 14:00:00,False
-0.8421066591569282,2021-07-09 15:00:00,False
-0.8843523555373728,2021-07-09 16:00:00,False
-0.765901305082459,2021-07-09 17:00:00,False
-1.0630623709401126,2021-07-09 18:00:00,False
-0.872290515501449,2021-07-09 19:00:00,False
-0.9550176322269611,2021-07-09 20:00:00,False
-0.923940918260427,2021-07-09 21:00:00,False
-0.9221893254518929,2021-07-09 22:00:00,False
-0.7770535802609202,2021-07-09 23:00:00,False
-0.9079383693785218,2021-07-10 00:00:00,False
-0.9098201695427126,2021-07-10 01:00:00,False
-0.9083672968500347,2021-07-10 02:00:00,False
-0.7907789195231925,2021-07-10 03:00:00,False
-1.0504375739257754,2021-07-10 04:00:00,False
-1.0415007942871504,2021-07-10 05:00:00,False
-1.11980142815377,2021-07-10 06:00:00,False
-1.008079218561007,2021-07-10 07:00:00,False
-0.10942171945001933,2021-07-10 08:00:00,True
-1.11013205255471,2021-07-10 09:00:00,False
-1.0221503356617605,2021-07-10 10:00:00,False
-1.202856299283872,2021-07-10 11:00:00,False
-1.0569102470958374,2021-07-10 12:00:00,False
-0.9242950699712671,2021-07-10 13:00:00,False
-0.8351153314047733,2021-07-10 14:00:00,False
-0.8793948208567594,2021-07-10 15:00:00,False
-1.0950288742243686,2021-07-10 16:00:00,False
-0.8649167565287522,2021-07-10 17:00:00,False
-0.926135740948837,2021-07-10 18:00:00,False
-0.9538952648421772,2021-07-10 19:00:00,False
-0.9476798899700358,2021-07-10 20:00:00,False
-0.9726358746894952,2021-07-10 21:00:00,False
-0.8391623725645743,2021-07-10 22:00:00,False
-0.7313199522310783,2021-07-10 23:00:00,False
-0.9554354736911513,2021-07-11 00:00:00,False
-0.9744239269449931,2021-07-11 01:00:00,False
-0.9831085756463533,2021-07-11 02:00:00,False
-0.8593274481261923,2021-07-11 03:00:00,False
-0.9729684259280076,2021-07-11 04:00:00,False
-0.9934701055034155,2021-07-11 05:00:00,False
-0.9921594401103634,2021-07-11 06:00:00,False
-0.8542732259599798,2021-07-11 07:00:00,False
-0.9534956444206012,2021-07-11 08:00:00,False
-0.9526315241493006,2021-07-11 09:00:00,False
-1.0044277703631583,2021-07-11 10:00:00,False
-1.0225832329304854,2021-07-11 11:00:00,False
-0.8635212776770297,2021-07-11 12:00:00,False
-1.047581700990407,2021-07-11 13:00:00,False
-0.948386921983811,2021-07-11 14:00:00,False
-0.878432499254411,2021-07-11 15:00:00,False
-0.9308153719562615,2021-07-11 16:00:00,False
-0.7849270516327217,2021-07-11 17:00:00,False
-0.9821001334635301,2021-07-11 18:00:00,False
-0.6586925718691707,2021-07-11 19:00:00,False
-0.8713337067425841,2021-07-11 20:00:00,False
-0.9412392593360069,2021-07-11 21:00:00,False
-0.9364293149453138,2021-07-11 22:00:00,False
-0.9654818482374466,2021-07-11 23:00:00,False
-0.7505870042186942,2021-07-12 00:00:00,False
-0.7460889091485874,2021-07-12 01:00:00,False
-0.7536765151469451,2021-07-12 02:00:00,False
-0.7879391530175787,2021-07-12 03:00:00,False
-0.8888391055096793,2021-07-12 04:00:00,False
-0.7167978745699848,2021-07-12 05:00:00,False
-0.718804434044362,2021-07-12 06:00:00,False
0.013786199424136836,2021-07-12 07:00:00,True
0.483286726469073,2021-07-12 08:00:00,True
-0.8413188622446732,2021-07-12 09:00:00,False
-0.9438908987993848,2021-07-12 10:00:00,False
,2021-07-12 11:00:00,False
-0.6660891679059711,2021-07-12 12:00:00,False
-0.8226397466187719,2021-07-12 13:00:00,False
-0.8206631236016289,2021-07-12 14:00:00,False
-0.8293373492469953,2021-07-12 15:00:00,False
0.1991584238027304,2021-07-12 16:00:00,True
-0.8166901984023514,2021-07-12 17:00:00,False
-0.7582810486664529,2021-07-12 18:00:00,False
,2021-07-12 19:00:00,False
-0.8371839106222737,2021-07-12 20:00:00,False
-0.8979435394370462,2021-07-12 21:00:00,False
-0.8118006743124613,2021-07-12 22:00:00,False
-0.8280907650872305,2021-07-12 23:00:00,False
-0.6744345155840675,2021-07-13 00:00:00,False
0.4050152507613016,2021-07-13 01:00:00,True
-0.583303883988256,2021-07-13 02:00:00,False
-0.7620023425698194,2021-07-13 03:00:00,False
-0.6721360193821984,2021-07-13 04:00:00,False
-0.49738149099157825,2021-07-13 05:00:00,False
-0.6147260706901945,2021-07-13 06:00:00,False
-0.6824682557649429,2021-07-13 07:00:00,False
-0.7274568192309265,2021-07-13 08:00:00,False
-0.6941399921953328,2021-07-13 09:00:00,False
-0.5394712717997644,2021-07-13 10:00:00,False
-0.7235807651022382,2021-07-13 11:00:00,False
-0.6280379028216762,2021-07-13 12:00:00,False
-0.6397192250350618,2021-07-13 13:00:00,False
,2021-07-13 14:00:00,False
-0.7460337648698026,2021-07-13 15:00:00,False
-0.7522854952113359,2021-07-13 16:00:00,False
-0.6839438109267165,2021-07-13 17:00:00,False
-0.6013455366285164,2021-07-13 18:00:00,False
-0.69582259765464,2021-07-13 19:00:00,False
-0.6912567446843907,2021-07-13 20:00:00,False
-0.6751926055928347,2021-07-13 21:00:00,False
-0.6264344922776754,2021-07-13 22:00:00,False
